Chr	Start	End	Peak.ID	Peak.Label	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
chr15	37118134	37118287	Htt_PeakRegion_07862	WT-specific	NA	Intergenic	Intergenic	110688	ENSMUST00000181411	ENSMUSG00000097259	ENSMUST00000181411	NA	ENSMUSG00000097259	Gm26766	NA	predicted gene, 26766 [Source:MGI Symbol;Acc:MGI:5477260]	antisense
chr15	37961295	37964970	Htt_PeakRegion_07863	WT-specific	NA	Intergenic	Intergenic	-1815	ENSMUST00000145155	ENSMUSG00000022292	ENSMUST00000153481	NA	ENSMUSG00000022292	Rrm2b	NA	ribonucleotide reductase M2 B (TP53 inducible) [Source:MGI Symbol;Acc:MGI:2155865]	protein_coding
chr15	37965434	37968437	Htt_PeakRegion_07864	WT-specific	NA	TTS (ENSMUST00000110336)	-TTS (ENSMUST00000110336)	-5618	ENSMUST00000145155	ENSMUSG00000022292	ENSMUST00000153481	NA	ENSMUSG00000022292	Rrm2b	NA	ribonucleotide reductase M2 B (TP53 inducible) [Source:MGI Symbol;Acc:MGI:2155865]	protein_coding
chr15	37969039	37969867	Htt_PeakRegion_07865	WT-specific	NA	intron (ENSMUST00000110336, intron 58 of 58)	-intron (ENSMUST00000110336, intron 58 of 58)	-8135	ENSMUST00000145155	ENSMUSG00000022292	ENSMUST00000153481	NA	ENSMUSG00000022292	Rrm2b	NA	ribonucleotide reductase M2 B (TP53 inducible) [Source:MGI Symbol;Acc:MGI:2155865]	protein_coding
chr15	37971018	37971961	Htt_PeakRegion_07866	WT-specific	NA	intron (ENSMUST00000110336, intron 57 of 58)	-intron (ENSMUST00000110336, intron 57 of 58)	-10172	ENSMUST00000145155	ENSMUSG00000022292	ENSMUST00000153481	NA	ENSMUSG00000022292	Rrm2b	NA	ribonucleotide reductase M2 B (TP53 inducible) [Source:MGI Symbol;Acc:MGI:2155865]	protein_coding
chr15	38006633	38013905	Htt_PeakRegion_07868	WT-specific	NA	intron (ENSMUST00000110336, intron 22 of 58)	-intron (ENSMUST00000110336, intron 22 of 58)	-48016	ENSMUST00000083918	ENSMUSG00000065852	ENSMUST00000083918	NA	ENSMUSG00000065852	Gm22353	NA	predicted gene, 22353 [Source:MGI Symbol;Acc:MGI:5452130]	snoRNA
chr15	38165079	38165262	Htt_PeakRegion_07870	WT-specific	NA	Intergenic	Intergenic	-54032	ENSMUST00000081966	ENSMUSG00000061923	ENSMUST00000081966	NA	ENSMUSG00000061923	Odf1	NA	outer dense fiber of sperm tails 1 [Source:MGI Symbol;Acc:MGI:97424]	protein_coding
chr15	38297644	38298550	Htt_PeakRegion_07871	WT-specific	NA	intron (ENSMUST00000074043, intron 1 of 3)	-intron (ENSMUST00000074043, intron 1 of 3)	2610	ENSMUST00000074043	ENSMUSG00000037465	ENSMUST00000074043	NA	ENSMUSG00000037465	Klf10	NA	Kruppel-like factor 10 [Source:MGI Symbol;Acc:MGI:1101353]	protein_coding
chr15	39209446	39210085	Htt_PeakRegion_07872	WT-specific	NA	intron (ENSMUST00000042917, intron 1 of 26)	-intron (ENSMUST00000042917, intron 1 of 26)	11403	ENSMUST00000042917	ENSMUSG00000037386	ENSMUST00000082054	NA	ENSMUSG00000037386	Rims2	NA	regulating synaptic membrane exocytosis 2 [Source:MGI Symbol;Acc:MGI:2152972]	protein_coding
chr15	39344599	39345066	Htt_PeakRegion_07874	mHTT-specific	NA	intron (ENSMUST00000082054, intron 4 of 26)	-intron (ENSMUST00000042917, intron 2 of 26)	-36255	ENSMUST00000102078	ENSMUSG00000095297	ENSMUST00000102078	NA	ENSMUSG00000095297	Gm25381	NA	predicted gene, 25381 [Source:MGI Symbol;Acc:MGI:5455158]	miRNA
chr15	44438517	44438856	Htt_PeakRegion_07883	WT-specific	NA	Intergenic	Intergenic	6092	ENSMUST00000177971	ENSMUSG00000094551	ENSMUST00000177971	NA	ENSMUSG00000094551	Gm22392	NA	predicted gene, 22392 [Source:MGI Symbol;Acc:MGI:5452169]	snRNA
chr15	44777086	44777117	Htt_PeakRegion_07884	WT-specific	NA	intron (ENSMUST00000090057, intron 1 of 7)	-intron (ENSMUST00000090057, intron 1 of 7)	-10680	ENSMUST00000181839	ENSMUSG00000097102	ENSMUST00000181839	NA	ENSMUSG00000097102	NA	NA	NA	NA
chr15	47707132	47707412	Htt_PeakRegion_07889	WT-specific	NA	intron (ENSMUST00000162830, intron 40 of 70)	-intron (ENSMUST00000100670, intron 40 of 70)	-3445	ENSMUST00000160031	ENSMUSG00000089828	ENSMUST00000160031	NA	ENSMUSG00000089828	Gm16300	NA	predicted gene 16300 [Source:MGI Symbol;Acc:MGI:3826587]	processed_pseudogene
chr15	47906221	47906341	Htt_PeakRegion_07892	WT-specific	NA	intron (ENSMUST00000162830, intron 23 of 70)	-intron (ENSMUST00000100670, intron 23 of 70)	55187	ENSMUST00000110261	ENSMUSG00000022311	ENSMUST00000162830	NA	ENSMUSG00000022311	Csmd3	NA	CUB and Sushi multiple domains 3 [Source:MGI Symbol;Acc:MGI:2386403]	protein_coding
chr15	48440639	48440682	Htt_PeakRegion_07897	WT-specific	NA	intron (ENSMUST00000162830, intron 5 of 70)	-intron (ENSMUST00000100670, intron 5 of 70)	-110647	ENSMUST00000083808	ENSMUSG00000065742	ENSMUST00000083808	NA	ENSMUSG00000065742	Gm25007	NA	predicted gene, 25007 [Source:MGI Symbol;Acc:MGI:5454784]	snRNA
chr15	48639334	48639822	Htt_PeakRegion_07898	WT-specific	NA	intron (ENSMUST00000162830, intron 2 of 70)	-intron (ENSMUST00000100670, intron 2 of 70)	88270	ENSMUST00000083808	ENSMUSG00000065742	ENSMUST00000083808	NA	ENSMUSG00000065742	Gm25007	NA	predicted gene, 25007 [Source:MGI Symbol;Acc:MGI:5454784]	snRNA
chr15	50545059	50545301	Htt_PeakRegion_07902	WT-specific	NA	Intergenic	Intergenic	282341	ENSMUST00000183421	ENSMUSG00000038679	ENSMUST00000077935	NA	ENSMUSG00000038679	Trps1	NA	transcriptional repressor GATA binding 1 [Source:MGI Symbol;Acc:MGI:1927616]	protein_coding
chr15	51002315	51002909	Htt_PeakRegion_07903	WT-specific	NA	Intergenic	Intergenic	-112149	ENSMUST00000185183	ENSMUSG00000038679	ENSMUST00000077935	NA	ENSMUSG00000038679	Trps1	NA	transcriptional repressor GATA binding 1 [Source:MGI Symbol;Acc:MGI:1927616]	protein_coding
chr15	54101219	54101385	Htt_PeakRegion_07905	mHTT-specific	NA	Intergenic	Intergenic	-65320	ENSMUST00000182320	ENSMUSG00000097938	ENSMUST00000182320	NA	ENSMUSG00000097938	Gm26933	NA	predicted gene, 26933 [Source:MGI Symbol;Acc:MGI:5504048]	processed_pseudogene
chr15	54908730	54908880	Htt_PeakRegion_07906	WT-specific	NA	intron (ENSMUST00000173516, intron 3 of 25)	-intron (ENSMUST00000041591, intron 3 of 24)	11156	ENSMUST00000167541	ENSMUSG00000022425	ENSMUST00000171545	NA	ENSMUSG00000022425	Enpp2	NA	ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:MGI Symbol;Acc:MGI:1321390]	protein_coding
chr15	58140320	58140436	Htt_PeakRegion_07908	mHTT-specific	NA	Intergenic	Intergenic	-1058	ENSMUST00000067563	ENSMUSG00000022359	ENSMUST00000067563	NA	ENSMUSG00000022359	Wdyhv1	NA	WDYHV motif containing 1 [Source:MGI Symbol;Acc:MGI:1924023]	protein_coding
chr15	58417537	58418086	Htt_PeakRegion_07909	mHTT-specific	NA	intron (ENSMUST00000037270, intron 1 of 23)	-intron (ENSMUST00000037270, intron 1 of 23)	2344	ENSMUST00000037270	ENSMUSG00000037119	ENSMUST00000037270	NA	ENSMUSG00000037119	Fam91a1	NA	family with sequence similarity 91, member A1 [Source:MGI Symbol;Acc:MGI:1277178]	protein_coding
chr15	58610231	58610428	Htt_PeakRegion_07911	mHTT-specific	NA	intron (ENSMUST00000161028, intron 22 of 40)	-intron (ENSMUST00000161028, intron 22 of 40)	-28175	ENSMUST00000159705	ENSMUSG00000037106	ENSMUST00000161028	NA	ENSMUSG00000037106	Fer1l6	NA	fer-1-like 6 (C. elegans) [Source:MGI Symbol;Acc:MGI:3645398]	protein_coding
chr15	58796813	58796874	Htt_PeakRegion_07912	WT-specific	NA	intron (ENSMUST00000072113, intron 2 of 6)	-intron (ENSMUST00000072113, intron 2 of 6)	-14893	ENSMUST00000176387	ENSMUSG00000093677	ENSMUST00000176387	NA	ENSMUSG00000093677	Gm20712	NA	predicted gene 20712 [Source:MGI Symbol;Acc:MGI:5313159]	sense_overlapping
chr15	58960257	58960432	Htt_PeakRegion_07913	WT-specific	NA	intron (ENSMUST00000080371, intron 7 of 14)	-intron (ENSMUST00000080371, intron 7 of 14)	26535	ENSMUST00000022980	ENSMUSG00000022354	ENSMUST00000022980	NA	ENSMUSG00000022354	Ndufb9	NA	NADH:ubiquinone oxidoreductase subunit B9 [Source:MGI Symbol;Acc:MGI:1913468]	protein_coding
chr15	59127273	59127449	Htt_PeakRegion_07914	WT-specific	NA	Intergenic	Intergenic	-45335	ENSMUST00000080371	ENSMUSG00000022353	ENSMUST00000080371	NA	ENSMUSG00000022353	Mtss1	NA	MTSS I-BAR domain containing 1 [Source:MGI Symbol;Acc:MGI:2384818]	protein_coding
chr15	59328018	59328819	Htt_PeakRegion_07915	WT-specific	NA	exon (ENSMUST00000162142, exon 9 of 9)	-exon (ENSMUST00000162142, exon 9 of 9)	2876	ENSMUST00000161953	ENSMUSG00000022351	ENSMUST00000022977	NA	ENSMUSG00000022351	Sqle	NA	squalene epoxidase [Source:MGI Symbol;Acc:MGI:109296]	protein_coding
chr15	60078651	60078795	Htt_PeakRegion_07918	WT-specific	NA	Intergenic	Intergenic	-6065	ENSMUST00000104323	ENSMUSG00000077511	ENSMUST00000104323	NA	ENSMUSG00000077511	Gm25875	NA	predicted gene, 25875 [Source:MGI Symbol;Acc:MGI:5455652]	snRNA
chr15	62161564	62161739	Htt_PeakRegion_07919	WT-specific	NA	intron (ENSMUST00000180432, intron 4 of 8)	-intron (ENSMUST00000180432, intron 4 of 8)	-13770	ENSMUST00000184054	ENSMUSG00000098595	ENSMUST00000184054	NA	ENSMUSG00000098595	Gm27957	NA	predicted gene, 27957 [Source:MGI Symbol;Acc:MGI:5531339]	misc_RNA
chr15	63885074	63885224	Htt_PeakRegion_07921	WT-specific	NA	intron (ENSMUST00000186026, intron 3 of 4)	-intron (ENSMUST00000177709, intron 5 of 6)	3102	ENSMUST00000186026	ENSMUSG00000093867	ENSMUST00000177709	NA	ENSMUSG00000093867	Gsdmcl2	NA	gasdermin C-like 2 [Source:MGI Symbol;Acc:MGI:1925409]	transcribed_unprocessed_pseudogene
chr15	64112193	64113109	Htt_PeakRegion_07922	mHTT-specific	NA	intron (ENSMUST00000177374, intron 25 of 30)	-intron (ENSMUST00000023008, intron 25 of 30)	-10109	ENSMUST00000176909	ENSMUSG00000022377	ENSMUST00000176427	NA	ENSMUSG00000022377	Asap1	NA	ArfGAP with SH3 domain, ankyrin repeat and PH domain1 [Source:MGI Symbol;Acc:MGI:1342335]	protein_coding
chr15	66252180	66252232	Htt_PeakRegion_07926	WT-specific	NA	intron (ENSMUST00000070256, intron 1 of 14)	-intron (ENSMUST00000070256, intron 1 of 14)	33845	ENSMUST00000183633	ENSMUSG00000056258	ENSMUST00000070256	NA	ENSMUSG00000056258	Kcnq3	NA	potassium voltage-gated channel, subfamily Q, member 3 [Source:MGI Symbol;Acc:MGI:1336181]	protein_coding
chr15	66606997	66607152	Htt_PeakRegion_07927	mHTT-specific	NA	intron (ENSMUST00000048188, intron 8 of 20)	-intron (ENSMUST00000048188, intron 8 of 20)	29503	ENSMUST00000048188	ENSMUSG00000072501	ENSMUST00000048188	NA	ENSMUSG00000072501	Phf20l1	NA	PHD finger protein 20-like 1 [Source:MGI Symbol;Acc:MGI:2444412]	protein_coding
chr15	68765286	68765295	Htt_PeakRegion_07928	WT-specific	NA	Intergenic	Intergenic	-67003	ENSMUST00000116776	ENSMUSG00000080426	ENSMUST00000116776	NA	ENSMUSG00000080426	NA	NA	NA	NA
chr15	72222643	72223273	Htt_PeakRegion_07931	WT-specific	NA	Intergenic	Intergenic	32498	ENSMUST00000178482	ENSMUSG00000095129	ENSMUST00000178482	NA	ENSMUSG00000095129	Gm23217	NA	predicted gene, 23217 [Source:MGI Symbol;Acc:MGI:5452994]	snRNA
chr15	72570050	72570204	Htt_PeakRegion_07932	WT-specific	NA	Intergenic	Intergenic	-23848	ENSMUST00000044624	ENSMUSG00000036760	ENSMUST00000044624	NA	ENSMUSG00000036760	Kcnk9	NA	potassium channel, subfamily K, member 9 [Source:MGI Symbol;Acc:MGI:3521816]	protein_coding
chr15	72799538	72799784	Htt_PeakRegion_07933	WT-specific	NA	exon (ENSMUST00000170633, exon 18 of 18)	-exon (ENSMUST00000170633, exon 18 of 18)	-78274	ENSMUST00000157739	ENSMUSG00000088364	ENSMUST00000157739	NA	ENSMUSG00000088364	Gm28020	NA	predicted gene, 28020 [Source:MGI Symbol;Acc:MGI:5531402]	snRNA
chr15	73122943	73123277	Htt_PeakRegion_07934	WT-specific	NA	intron (ENSMUST00000044113, intron 11 of 18)	-intron (ENSMUST00000044113, intron 11 of 18)	32698	ENSMUST00000137698	ENSMUSG00000068391	ENSMUST00000134353	NA	ENSMUSG00000068391	Chrac1	NA	chromatin accessibility complex 1 [Source:MGI Symbol;Acc:MGI:2135796]	protein_coding
chr15	74543843	74543993	Htt_PeakRegion_07938	WT-specific	NA	TTS (ENSMUST00000189200)	-TTS (ENSMUST00000189200)	3521	ENSMUST00000189200	ENSMUSG00000034730	ENSMUST00000189200	NA	ENSMUSG00000034730	Adgrb1	NA	adhesion G protein-coupled receptor B1 [Source:MGI Symbol;Acc:MGI:1933736]	protein_coding
chr15	74667047	74673951	Htt_PeakRegion_07939	WT-mHTT-shared	NA	intron (ENSMUST00000023268, intron 1 of 2)	-intron (ENSMUST00000023268, intron 1 of 2)	2069	ENSMUST00000023268	ENSMUSG00000022602	ENSMUST00000110009	NA	ENSMUSG00000022602	Arc	NA	activity regulated cytoskeletal-associated protein [Source:MGI Symbol;Acc:MGI:88067]	protein_coding
chr15	74686149	74687721	Htt_PeakRegion_07940	WT-specific	NA	Intergenic	Intergenic	-14365	ENSMUST00000110009	ENSMUSG00000022602	ENSMUST00000110009	NA	ENSMUSG00000022602	Arc	NA	activity regulated cytoskeletal-associated protein [Source:MGI Symbol;Acc:MGI:88067]	protein_coding
chr15	74690091	74690713	Htt_PeakRegion_07941	WT-specific	NA	Intergenic	Intergenic	-17832	ENSMUST00000110009	ENSMUSG00000022602	ENSMUST00000110009	NA	ENSMUSG00000022602	Arc	NA	activity regulated cytoskeletal-associated protein [Source:MGI Symbol;Acc:MGI:88067]	protein_coding
chr15	75085504	75086991	Htt_PeakRegion_07942	mHTT-specific	NA	Intergenic	Intergenic	-7154	ENSMUST00000189781	ENSMUSG00000099452	ENSMUST00000189781	NA	ENSMUSG00000099452	Gm28502	NA	predicted gene 28502 [Source:MGI Symbol;Acc:MGI:5579208]	lincRNA
chr15	75955121	75955884	Htt_PeakRegion_07943	WT-specific	NA	Intergenic	Intergenic	-13620	ENSMUST00000109966	ENSMUSG00000034429	ENSMUST00000109966	NA	ENSMUSG00000034429	Zfp707	NA	zinc finger protein 707 [Source:MGI Symbol;Acc:MGI:1916270]	protein_coding
chr15	76069805	76070405	Htt_PeakRegion_07944	WT-specific	NA	promoter-TSS (ENSMUST00000002603)	-promoter-TSS (ENSMUST00000002603)	-321	ENSMUST00000109946	ENSMUSG00000022568	ENSMUST00000063747	NA	ENSMUSG00000022568	Scrib	NA	scribbled planar cell polarity [Source:MGI Symbol;Acc:MGI:2145950]	protein_coding
chr15	76226923	76227884	Htt_PeakRegion_07946	WT-specific	NA	intron (ENSMUST00000167754, intron 2 of 18)	-intron (ENSMUST00000074834, intron 1 of 31)	2093	ENSMUST00000074834	ENSMUSG00000022565	ENSMUST00000165453	NA	ENSMUSG00000022565	Plec	NA	plectin [Source:MGI Symbol;Acc:MGI:1277961]	protein_coding
chr15	76436536	76436718	Htt_PeakRegion_07947	WT-specific	NA	intron (ENSMUST00000161683, intron 13 of 24)	-intron (ENSMUST00000092595, intron 29 of 30)	3413	ENSMUST00000183412	ENSMUSG00000099260	ENSMUST00000183412	NA	ENSMUSG00000099260	Mir6954	NA	microRNA 6954 [Source:MGI Symbol;Acc:MGI:5531152]	miRNA
chr15	76452997	76453113	Htt_PeakRegion_07949	WT-specific	NA	TTS (ENSMUST00000023217)	-TTS (ENSMUST00000023217)	901	ENSMUST00000161350	ENSMUSG00000022558	ENSMUST00000161962	NA	ENSMUSG00000022558	Mroh1	NA	maestro heat-like repeat family member 1 [Source:MGI Symbol;Acc:MGI:2442558]	protein_coding
chr15	76597865	76598515	Htt_PeakRegion_07952	WT-specific	NA	intron (ENSMUST00000071898, intron 25 of 36)	-intron (ENSMUST00000071898, intron 25 of 36)	3226	ENSMUST00000160094	ENSMUSG00000022550	ENSMUST00000161732	NA	ENSMUSG00000022550	Adck5	NA	aarF domain containing kinase 5 [Source:MGI Symbol;Acc:MGI:2679274]	protein_coding
chr15	76638927	76639078	Htt_PeakRegion_07953	mHTT-specific	NA	promoter-TSS (ENSMUST00000163161)	-promoter-TSS (ENSMUST00000163161)	635	ENSMUST00000168432	ENSMUSG00000059323	ENSMUST00000168432	NA	ENSMUSG00000059323	Tonsl	NA	tonsoku-like, DNA repair protein [Source:MGI Symbol;Acc:MGI:1919999]	protein_coding
chr15	76683128	76683278	Htt_PeakRegion_07954	WT-specific	NA	intron (ENSMUST00000037551, intron 1 of 10)	-intron (ENSMUST00000037551, intron 1 of 10)	-5978	ENSMUST00000138951	ENSMUSG00000033819	ENSMUST00000134449	NA	ENSMUSG00000033819	Ppp1r16a	NA	protein phosphatase 1, regulatory subunit 16A [Source:MGI Symbol;Acc:MGI:1920312]	protein_coding
chr15	76710502	76715731	Htt_PeakRegion_07955	WT-specific	NA	TTS (ENSMUST00000155225)	-TTS (ENSMUST00000155225)	2386	ENSMUST00000155735	ENSMUSG00000033728	ENSMUST00000036423	NA	ENSMUSG00000033728	Lrrc14	NA	leucine rich repeat containing 14 [Source:MGI Symbol;Acc:MGI:2445060]	protein_coding
chr15	76716500	76721840	Htt_PeakRegion_07956	WT-specific	NA	promoter-TSS (ENSMUST00000146855)	-promoter-TSS (ENSMUST00000146855)	-754	ENSMUST00000146855	ENSMUSG00000033707	ENSMUST00000036247	NA	ENSMUSG00000033707	Lrrc24	NA	leucine rich repeat containing 24 [Source:MGI Symbol;Acc:MGI:3605040]	protein_coding
chr15	76920117	76920432	Htt_PeakRegion_07963	WT-specific	NA	Intergenic	Intergenic	-2265	ENSMUST00000048854	ENSMUSG00000054967	ENSMUST00000048854	NA	ENSMUSG00000054967	Zfp647	NA	zinc finger protein 647 [Source:MGI Symbol;Acc:MGI:3052806]	protein_coding
chr15	77069189	77069934	Htt_PeakRegion_07966	WT-specific	NA	Intergenic	Intergenic	1771	ENSMUST00000178183	ENSMUSG00000095245	ENSMUST00000178183	NA	ENSMUSG00000095245	Gm24753	NA	predicted gene, 24753 [Source:MGI Symbol;Acc:MGI:5454530]	snRNA
chr15	77088306	77088659	Htt_PeakRegion_07967	WT-specific	NA	intron (ENSMUST00000048145, intron 10 of 12)	-intron (ENSMUST00000048145, intron 10 of 12)	4040	ENSMUST00000181870	ENSMUSG00000097267	ENSMUST00000181870	NA	ENSMUSG00000097267	1700109K24Rik	NA	RIKEN cDNA 1700109K24 gene [Source:MGI Symbol;Acc:MGI:1921553]	antisense
chr15	77183536	77185951	Htt_PeakRegion_07969	mHTT-specific	NA	intron (ENSMUST00000171751, intron 2 of 13)	-intron (ENSMUST00000048145, intron 2 of 12)	-30932	ENSMUST00000166610	ENSMUSG00000033565	ENSMUST00000171751	NA	ENSMUSG00000033565	Rbfox2	NA	RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:MGI Symbol;Acc:MGI:1933973]	protein_coding
chr15	78099177	78099278	Htt_PeakRegion_07974	mHTT-specific	NA	intron (ENSMUST00000019290, intron 1 of 3)	-intron (ENSMUST00000019290, intron 1 of 3)	-20478	ENSMUST00000174277	ENSMUSG00000092375	ENSMUST00000174277	NA	ENSMUSG00000092375	A730060N03Rik	NA	RIKEN cDNA A730060N03 gene [Source:MGI Symbol;Acc:MGI:2444190]	antisense
chr15	78421261	78421733	Htt_PeakRegion_07975	WT-specific	NA	Intergenic	Intergenic	-7067	ENSMUST00000162517	ENSMUSG00000033287	ENSMUST00000160916	NA	ENSMUSG00000033287	Kctd17	NA	potassium channel tetramerisation domain containing 17 [Source:MGI Symbol;Acc:MGI:1920094]	protein_coding
chr15	78608609	78609479	Htt_PeakRegion_07976	WT-specific	NA	intron (ENSMUST00000043069, intron 6 of 12)	-intron (ENSMUST00000043069, intron 6 of 12)	11997	ENSMUST00000043069	ENSMUSG00000018008	ENSMUST00000043069	NA	ENSMUSG00000018008	Cyth4	NA	cytohesin 4 [Source:MGI Symbol;Acc:MGI:2441702]	protein_coding
chr15	78704368	78704801	Htt_PeakRegion_07977	WT-specific	NA	intron (ENSMUST00000088592, intron 1 of 1)	-intron (ENSMUST00000088592, intron 1 of 1)	13528	ENSMUST00000088592	ENSMUSG00000043460	ENSMUST00000088592	NA	ENSMUSG00000043460	Elfn2	NA	leucine rich repeat and fibronectin type III, extracellular 2 [Source:MGI Symbol;Acc:MGI:3608416]	protein_coding
chr15	78777144	78777188	Htt_PeakRegion_07978	WT-specific	NA	intron (ENSMUST00000170584, intron 19 of 19)	-intron (ENSMUST00000164826, intron 20 of 20)	-3691	ENSMUST00000018313	ENSMUSG00000018169	ENSMUST00000128389	NA	ENSMUSG00000018169	Mfng	NA	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:1095404]	protein_coding
chr15	79191878	79193072	Htt_PeakRegion_07982	mHTT-specific	NA	intron (ENSMUST00000147620, intron 2 of 4)	-intron (ENSMUST00000130745, intron 1 of 4)	-16836	ENSMUST00000148028	ENSMUSG00000075555	ENSMUST00000131710	NA	ENSMUSG00000075555	Gm10863	NA	predicted gene 10863 [Source:MGI Symbol;Acc:MGI:3641623]	processed_transcript
chr15	79381273	79381532	Htt_PeakRegion_07984	WT-specific	NA	intron (ENSMUST00000074991, intron 1 of 8)	-intron (ENSMUST00000074991, intron 1 of 8)	-6103	ENSMUST00000158276	ENSMUSG00000088901	ENSMUST00000158276	NA	ENSMUSG00000088901	Mir1943	NA	microRNA 1943 [Source:MGI Symbol;Acc:MGI:3836982]	miRNA
chr15	79479586	79481755	Htt_PeakRegion_07986	WT-specific	NA	Intergenic	Intergenic	24570	ENSMUST00000057801	ENSMUSG00000044216	ENSMUST00000057801	NA	ENSMUSG00000044216	Kcnj4	NA	potassium inwardly-rectifying channel, subfamily J, member 4 [Source:MGI Symbol;Acc:MGI:104743]	protein_coding
chr15	79525691	79529520	Htt_PeakRegion_07988	WT-specific	NA	TTS (ENSMUST00000054014)	-TTS (ENSMUST00000054014)	11198	ENSMUST00000010974	ENSMUSG00000010830	ENSMUST00000010974	NA	ENSMUSG00000010830	Kdelr3	NA	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 [Source:MGI Symbol;Acc:MGI:2145953]	protein_coding
chr15	79530173	79540712	Htt_PeakRegion_07989	WT-specific	NA	intron (ENSMUST00000054014, intron 11 of 12)	-intron (ENSMUST00000054014, intron 11 of 12)	11298	ENSMUST00000054014	ENSMUSG00000055065	ENSMUST00000054014	NA	ENSMUSG00000055065	Ddx17	NA	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17 [Source:MGI Symbol;Acc:MGI:1914290]	protein_coding
chr15	79541470	79543162	Htt_PeakRegion_07990	WT-specific	NA	intron (ENSMUST00000054014, intron 3 of 12)	-intron (ENSMUST00000054014, intron 3 of 12)	4425	ENSMUST00000054014	ENSMUSG00000055065	ENSMUST00000054014	NA	ENSMUSG00000055065	Ddx17	NA	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17 [Source:MGI Symbol;Acc:MGI:1914290]	protein_coding
chr15	79625665	79625920	Htt_PeakRegion_07995	mHTT-specific	NA	intron (ENSMUST00000191401, intron 10 of 14)	-intron (ENSMUST00000109646, intron 10 of 15)	-20709	ENSMUST00000023065	ENSMUSG00000022429	ENSMUST00000023065	NA	ENSMUSG00000022429	Dmc1	NA	DNA meiotic recombinase 1 [Source:MGI Symbol;Acc:MGI:105393]	protein_coding
chr15	79668370	79675068	Htt_PeakRegion_07997	WT-specific	NA	intron (ENSMUST00000127292, intron 1 of 2)	-intron (ENSMUST00000023062, intron 2 of 3)	628	ENSMUST00000127292	ENSMUSG00000022427	ENSMUST00000023062	NA	ENSMUSG00000022427	Tomm22	NA	translocase of outer mitochondrial membrane 22 [Source:MGI Symbol;Acc:MGI:2450248]	protein_coding
chr15	79719056	79727689	Htt_PeakRegion_07999	WT-specific	NA	TTS (ENSMUST00000046259)	-TTS (ENSMUST00000046259)	12578	ENSMUST00000162064	ENSMUSG00000042524	ENSMUST00000162064	NA	ENSMUSG00000042524	Sun2	NA	Sad1 and UNC84 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443011]	protein_coding
chr15	79727941	79733767	Htt_PeakRegion_08000	WT-specific	NA	intron (ENSMUST00000162392, intron 8 of 16)	-intron (ENSMUST00000046259, intron 8 of 17)	5097	ENSMUST00000162064	ENSMUSG00000042524	ENSMUST00000162064	NA	ENSMUSG00000042524	Sun2	NA	Sad1 and UNC84 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443011]	protein_coding
